instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1844481,7205,668GS2031-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1843713,7202,679GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1841921,7195,679GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1775361,6935,683GS2039-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1833217,7161,684GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1832449,7158,697GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2066945,8074,700GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1839105,7184,706GS2046-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1800961,7035,716GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4751617,18561,716GS2050-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1845249,7208,717GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4729345,18474,719GS2060-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2054913,8027,726GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2441473,9537,727GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2118145,8274,732GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1775617,6936,735GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1846785,7214,737GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1759745,6874,74GS2035-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2571777,10046,757GS2033-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1827585,7139,759GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1825281,7130,759GS2029-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1759489,6873,75GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1828353,7142,761GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2441729,9538,762GS2039-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2536193,9907,763GS2059-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1822977,7121,768GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2531329,9888,769GS2043-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1823489,7123,772GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2458625,9604,772GS2049-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1826817,7136,772GS2055-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1824513,7127,773GS2034-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1823233,7122,788GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1791489,6998,78GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1762817,6886,794GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1749761,6835,795GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1764865,6894,808GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1798913,7027,812GS2020-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1766401,6900,813GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1823745,7124,813GS2045-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1796353,7017,815GS2022A-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1821185,7114,815GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1821441,7115,817GS2044-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1762305,6884,824GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1819137,7106,824GS2033-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1765889,6898,826GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1771777,6921,828GS2027-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1762561,6885,828GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1760001,6875,82GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1798145,7024,82GS2025-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1766145,6899,832GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1796865,7019,833GS2026-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1772033,6922,833GS2032-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1762049,6883,833GS2036-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1749505,6834,835GS2022-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1787137,6981,83GS2040-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1800705,7034,83GS2042-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1816833,7097,84GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1814529,7088,86GS2028-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1791745,6999,879GS2021-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1802753,7042,883GS2023-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1795329,7013,883GS2041-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1794817,7011,897GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1794561,7010,915GS2024-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1814273,7087,923GS2043-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1801985,7039,92GS2030-GS,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5351937,20906,A2ZINFRA,A2Z INFRA ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
730113,2852,AAKASH-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
1168641,4565,AARON-SM,,0.0,,0.0,0.05,3300,EQ,NSE,NSE
1147137,4481,AARTIDRUGS,AARTI DRUGS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1793,7,AARTIIND,AARTI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4931329,19263,AARTISURF-BE,AARTI SURFACTANTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3526401,13775,AARVEEDEN-BE,AARVEE DEN. & EXP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4882689,19073,AARVI,AARVI ENCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
1378561,5385,AAVAS,AAVAS FINANCIERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2561,10,ABAN,ABAN OFFSHORE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3329,13,ABB,ABB INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4583169,17903,ABBOTINDIA,ABBOTT INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
7707649,30108,ABFRL,ADITYA BIRLA FASHION & RT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2821633,11022,ABINFRA-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
4416769,17253,ABMINTLTD-BE,ABM INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2198529,8588,ABNINT-IT,,0.0,,0.0,0.05,5000,EQ,NSE,NSE
3580673,13987,ABSLBANETF,BIRLASLAMC - ABSLBANETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
1878785,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,0.0,,0.0,0.01,1,EQ,NSE,NSE
5633,22,ACC,ACC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1805569,7053,ACCELYA,ACCELYA SOLN INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5431553,21217,ACCORD-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
931585,3639,ACCURACY-SM,,0.0,,0.0,0.05,1600,EQ,NSE,NSE
3478273,13587,ACE,ACTION CONST EQUIP,0.0,,0.0,0.05,1,EQ,NSE,NSE
5449217,21286,ACEINTEG-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
6401,25,ADANIENT,ADANI ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1552897,6066,ADANIGAS,ADANI GAS,0.0,,0.0,0.05,1,EQ,NSE,NSE
912129,3563,ADANIGREEN,ADANI GREEN ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
3861249,15083,ADANIPORTS,ADANI PORT & SEZ,0.0,,0.0,0.05,1,EQ,NSE,NSE
4451329,17388,ADANIPOWER,ADANI POWER,0.0,,0.0,0.05,1,EQ,NSE,NSE
2615553,10217,ADANITRANS,ADANI TRANSMISSION,0.0,,0.0,0.05,1,EQ,NSE,NSE
5058817,19761,ADFFOODS,ADF FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4482817,17511,ADHUNIKIND-BE,ADHUNIK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
8705,34,ADORWELD,ADOR WELDING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2212865,8644,ADROITINFO-BE,ADROIT INFOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3792129,14813,ADSL,ALLIED DIGITAL SERV.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3774721,14745,ADVANIHOTR,ADVANI HOT.& RES.(I),0.0,,0.0,0.05,1,EQ,NSE,NSE
4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
10241,40,AEGISCHEM,AEGIS LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2903809,11343,AFFLE,AFFLE (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
867585,3389,AGARIND,AGARWAL INDS CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
879361,3435,AGCNET,AGC NETWORKS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2835457,11076,AGRITECH-BE,AGRI-TECH (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
2315777,9046,AGROPHOS,AGRO PHOS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2756865,10769,AHIMSA-SM,,0.0,,0.0,0.05,6000,EQ,NSE,NSE
1243905,4859,AHLADA-SM,,0.0,,0.0,0.05,1000,EQ,NSE,NSE
4976129,19438,AHLEAST,ASIAN HOTELS (EAST),0.0,,0.0,0.05,1,EQ,NSE,NSE
4565249,17833,AHLUCONT,AHLUWALIA CONT IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
4957697,19366,AHLWEST,ASIAN HOTELS (WEST),0.0,,0.0,0.05,1,EQ,NSE,NSE
3350017,13086,AIAENG,AIA ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1195777,4671,AIONJSW,MONNET ISPAT & ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2533889,9898,AIRAN-BE,AIRAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
5600001,21875,AIROLAM-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
123393,482,AISL-SM,,0.0,,0.0,0.05,1200,EQ,NSE,NSE
2079745,8124,AJANTPHARM,AJANTA PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4430593,17307,AJMERA,AJMERA REALTY & INF I,0.0,,0.0,0.05,1,EQ,NSE,NSE
232705,909,AJOONI-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
3468801,13550,AKASH-BE,AKASH INFRA-PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1225217,4786,AKG-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
5165569,20178,AKSHARCHEM,AKSHARCHEM INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2200321,8595,AKSHOPTFBR-BE,AKSH OPTIFIBRE ,0.0,,0.0,0.05,1,EQ,NSE,NSE
375553,1467,AKZOINDIA,AKZO NOBEL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2539777,9921,ALANKIT,ALANKIT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4417537,17256,ALBERTDAVD,ALBERT DAVID,0.0,,0.0,0.05,1,EQ,NSE,NSE
3794689,14823,ALCHEM,ALCHEMIST,0.0,,0.0,0.05,1,EQ,NSE,NSE
20225,79,ALEMBICLTD,ALEMBIC,0.0,,0.0,0.05,1,EQ,NSE,NSE
3495937,13656,ALICON,ALICON CASTALLOY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4341505,16959,ALKALI,ALKALI METALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2995969,11703,ALKEM,ALKEM LABORATORIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1148673,4487,ALKYLAMINE,ALKYL AMINES CHEM.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3456257,13501,ALLCARGO,ALLCARGO LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3020289,11798,ALLSEC,ALLSEC TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4280065,16719,ALMONDZ,ALMONDZ GLOBAL SEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4524801,17675,ALOKINDS,ALOK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3801089,14848,ALPA,ALPA LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3736833,14597,ALPHAGEO,ALPHAGEO (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
1951489,7623,ALPSINDUS-BE,ALPS INDUSTRIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
25601,100,AMARAJABAT,AMARA RAJA BATTERIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1045249,4083,AMBANIORG-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
303361,1185,AMBER,AMBER ENTERPRISES (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
3899905,15234,AMBIKCO,AMBIKA COTTON MILL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
325121,1270,AMBUJACEM,AMBUJA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3685889,14398,AMDIND,AMD INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
665089,2598,AMJLAND,AMJ LAND HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
346369,1353,AMJUMBO-SM,,0.0,,0.0,0.05,8000,EQ,NSE,NSE
4492033,17547,AMRUTANJAN,AMRUTAJAN HEALTH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3486721,13620,ANANTRAJ,ANANT RAJ,0.0,,0.0,0.05,1,EQ,NSE,NSE
5228289,20423,ANDHRACEMT-BE,ANDHRA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
42497,166,ANDHRAPAP,ANDHRA PAPER,0.0,,0.0,0.05,1,EQ,NSE,NSE
34817,136,ANDHRSUGAR,ANDHRA SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4264193,16657,ANIKINDS,ANIK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
7535105,29434,ANKITMETAL-BE,ANKIT MET & POW,0.0,,0.0,0.05,1,EQ,NSE,NSE
2242561,8760,ANSALAPI-BE,ANSAL PROP & INFRA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3501313,13677,ANSALHSG-BE,ANSAL HOUSING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2307585,9014,ANUP,THE ANUP ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2941697,11491,APARINDS,APAR INDUSTRIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
5235969,20453,APCL,ANJANI PORTLAND CEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
39425,154,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,0.0,,0.0,0.05,1,EQ,NSE,NSE
5535489,21623,APEX,APEX FROZEN FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
6599681,25780,APLAPOLLO,APL APOLLO TUBES,0.0,,0.0,0.05,1,EQ,NSE,NSE
6483969,25328,APLLTD,ALEMBIC PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
290305,1134,APOLLO,APOLLO MICRO SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
40193,157,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,0.0,,0.0,0.05,1,EQ,NSE,NSE
3676417,14361,APOLLOPIPE,APOLLO PIPES,0.0,,0.0,0.05,1,EQ,NSE,NSE
41729,163,APOLLOTYRE,APOLLO TYRES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1613313,6302,APOLSINHOT,APOLLO SINDOORI HOTEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2753281,10755,APTECHT,APTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4299521,16795,ARCHIDPLY,ARCHIDPLY IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1456129,5688,ARCHIES,ARCHIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
644865,2519,ARCOTECH-BE,ARCOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
46337,181,ARENTERP,RAJDARSHAN INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3892225,15204,ARIES,ARIES AGRO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3554561,13885,ARIHANT,ARIHANT FOUN & HOU,0.0,,0.0,0.05,1,EQ,NSE,NSE
5164801,20175,ARIHANTSUP-BE,ARIHANT SUPERSTRUCT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4419329,17263,ARMANFIN,ARMAN FIN SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE
3726593,14557,AROGRANITE,ARO GRANITE IND..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2371585,9264,ARROWGREEN-BE,ARROW GREENTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4563201,17825,ARSHIYA-BE,ARSHIYA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4659713,18202,ARSSINFRA,ARSS INFRA PROJ.,0.0,,0.0,0.05,1,EQ,NSE,NSE
